phase,dataset,scene,method,trial,status,manifest_sha256,config_sha256
stage_a_n1,euroc,MH_04_difficult,adaptive_arbitration_v2,1,ok,66e62af6b6e62158b8caca909d94efd99e51621eeab3e0f76e9fb67e0ffefac2,26808874c656bd7b892f6c2842e8cd09b38e687ec63b1f4fb2c198fab238c103
stage_a_n1,euroc,MH_04_difficult,adaptive_arbitration_v2_f0,1,ok,a04644309064d3308dc22590b45de8bd6b1e9bfa7af15214ab6f753382ca481d,b0d8131397a01052b1d16a8ae163f3c9385f2b18c388faed6f8ae613bd5f1685
stage_a_n1,euroc,MH_04_difficult,adaptive_arbitration_v2_f2,1,ok,a6bbbc70a3a2e56a7423a3893eab39a6c995a4837ecedea00e9704ab4d1f05f6,c7907cd818847c566c48f188593af79cd9e7e81a53dc96b9f2fac761354cba06
stage_a_n1,euroc,MH_04_difficult,adaptive_arbitration_v2_g1,1,ok,cb74294dc3c738aca139f24154004d351c0a4972ab8d44a8a2117da0e5f0570a,3b81482c477be161718b89a6e47ef4b7a49bc19b58306ac295e8581a10a66410
stage_a_n1,euroc,MH_04_difficult,adaptive_arbitration_v2_g3,1,ok,eab19b6a7a234ef2a4ba37b8609f5a44284f8ee12239001079b5fcd00e749b86,fece2a41c8e672f899ceed2810a76afecaf428a225b650dbdbecc18f52050ef1
stage_a_n1,euroc,MH_04_difficult,union_weight,1,ok,84cd96262ddfefc9a9377d18bb097c86a6e18c4fb9b9feee9bea9ad46628914e,5107493b64b82b809524117111ac7e2d17563bb87465598f34802bb7c9b4de0e
stage_a_n1,viode,city_day_2_mid,adaptive_arbitration,1,ok,907747888bd0a9797db884c5fe05ca76169228b6cbacdf6311beabc5d51a390f,83043053a354806ce2a66a13e4c5a236c5ba5967a04dc5e250dbfd98bfd5e492
stage_a_n1,viode,city_day_2_mid,adaptive_arbitration_v2,1,ok,45e19c939f0a7dc867f6ffafdbaa9cbf04f6ac5464e4007b068c734fd4b8421d,a1ff65b96b638e8b8fd4a64e8b7d6ba8793bbd7ff75ca24375a2214e346b11c0
stage_a_n1,viode,city_day_2_mid,adaptive_arbitration_v2_f0,1,ok,521cb7f19069421d2729c3865fc7d37a41fb3eacefc3c43c5ac59e7173eaaaf1,d223a16661800c2979b0c270d089e676c4fb3fb34e3450293b93281d83d0718b
stage_a_n1,viode,city_day_2_mid,adaptive_arbitration_v2_f2,1,ok,9f507af92317203c2bd617786750666d1664fd5251ad43ef8ffd6c15b62f39e7,813d7c5eb43e146de5811f03e8d963fb877115830d324340c2f8cea5f0f38205
stage_a_n1,viode,city_day_2_mid,adaptive_arbitration_v2_g1,1,ok,a5aac55eb5a1f96faf90f2a2970b3e9cc1832e94975614e0b7496e000398f163,f70f005b102ddf5dcd3a5120253334b7b39ca54c5c57053cf539f87c9e5ee06c
stage_a_n1,viode,city_day_2_mid,adaptive_arbitration_v2_g3,1,ok,5f03cc3e629bf96fe1716881dbd4c112d81d1016dd528ad78132a7cc5336e372,5bc990bbcb2e3127242abfb1e41502755731dbf59cae8c84dfb75a206ed0c459
stage_a_n1,viode,city_day_2_mid,union_weight,1,ok,e2e06262a335c7d27c7bb5272db30ad68a58a1256a22fff051cfdc1238d1fefc,af03ac1b093d2580d3ee5fcb901eb9cd0f6fe6c738e6ae9de5256025fdcb12fb
stage_a_n1,viode,city_day_3_high,adaptive_arbitration,1,ok,908684205ed68d724d657ad09a9d4699ac9aae273a47c99160306fc63d92a30f,d70017933a2cf29c8f45fc694d295f50c70635a4a449b5e2eaded3625ff5c2cf
stage_a_n1,viode,city_day_3_high,adaptive_arbitration_v2,1,ok,490e48c23daa7f6bd4b9fed2ccfad44e2a40db9e475abe25949f03a74139023b,e9271e676454e0f6786c0a7911e2283b53bab07ccf572a059cb4530ef680a5ba
stage_a_n1,viode,city_day_3_high,adaptive_arbitration_v2_f0,1,ok,53816b1567364a4cfccb3b3c2266ea3eb272d3808651f8c6c7b9a83d6ac104a6,67b85e0290e7e983ee756bcf2a1c623f4b3954b1a4e91275ae78b4b8ed41dd02
stage_a_n1,viode,city_day_3_high,adaptive_arbitration_v2_f2,1,ok,ef684fdb6fe9006659d11bbcfd798428a75e4ec969a64a98c0ec41c5ce18034a,3a1b245775f01bb3c12f0bd61b921b2810fdaa39456cb3b8909f29ff032b80d9
stage_a_n1,viode,city_day_3_high,adaptive_arbitration_v2_g1,1,ok,ff3d32d2e8ec503e0c819a9cc6a576dfa619f1fc0d5174ec3569ea8e45cbfb4c,0d17a2cd99bb0b9cc513cff60b4c13ca7bf7648c4f85bf69fb552d42ee6e7b76
stage_a_n1,viode,city_day_3_high,adaptive_arbitration_v2_g3,1,ok,c0d1c37671f8a711827dc174d121603158c93539a6160bf170784411ba85165d,766b65ef0ce7afcc0aa13f9898b100bd05a3be568f56051b1536a8015e264b88
stage_a_n1,viode,city_day_3_high,union_weight,1,ok,2b41157559386662bc024f86d448e8be22d843c14c53804bb328b9487dfc274d,0cdc00fd0b9c7cac0aa1ea514e63a399efc6e46ad2df1d879d6abc5bf0b863be
train,euroc,MH_03_medium,adaptive_arbitration,1,ok,18f2f9186bd72d75995af77f84d0c50f76faa7b6bca1f82b8332a3ee78261242,ebaeea69156dd54e9722d582f503420d253b0573ce91fc51b058c07f34d194ff
train,euroc,MH_03_medium,adaptive_arbitration,2,ok,de850782f68a5b2e4b9361ba80e2f3254d40bfd8622a69a0077ed02c058d9876,40d292043c3b3d10dda41fd5938c49234ebd392472f918e97368b5b98a476e61
train,euroc,MH_03_medium,adaptive_arbitration,3,ok,bb9afca0da387074d9808c0d0b13694cf885146a08ccab3801e8d755ec440b70,ba5b4a4906a6c50c2ab1316d3d4e9b3befcb49229e2132953f2e17b32b22df6a
train,euroc,MH_03_medium,adaptive_arbitration_v2,1,ok,fab4f84c63e56bed1a09ff02e8b2356706ebed375f17b24b700eec447418d903,7fe6e79fb1f6258624a6c5ec7f5e6862f8211b68e8f8dd2e8a8ffcfbe1a7d2ae
train,euroc,MH_03_medium,adaptive_arbitration_v2,2,ok,c9915ccc213fc90614cb922acc9fd22f09c8d75d32ea9dc8f5dba3104e48f86a,036a0c5399427c6eea30fd61f48d98b34ef7acad18e45c4eede26c33fc6b5321
train,euroc,MH_03_medium,adaptive_arbitration_v2,3,ok,00ae2cfb055fd58e954f7ef4d784e612e7d8321b18626512a8235bd35a9091a0,1b9c7ffbaf18763dc96eba024a7eeb77c21086eebed945a383ca4e4235bce8d7
train,euroc,MH_03_medium,adaptive_arbitration_v2,4,ok,80a5599faa851e80a84b93f9d4ef851a32dbe9aaa10e6a943954c063c52fd68e,43a1c6f238c7112bda12e2576587ba00013b32c46d96f6524f140585fb4c30ec
train,euroc,MH_03_medium,adaptive_arbitration_v2,5,ok,f346b28f7d20225277114abd953897f6b6521ec7f6811f2f865193b391b0c22d,3d3fe6299219c8bbe1c1255f771b6395bcba989fca68ca3e3496c3b1bfc4cee4
train,euroc,MH_03_medium,baseline,1,ok,5dd3620a934fb15720cf8f67cdfce82d9d92fa891d150bf57080dee6fb5f7e41,3df1bc66597288c8d4cc38f33988746017eae754ed23c48606cb0216e8b19901
train,euroc,MH_03_medium,baseline,2,ok,b93c65ccc55a5a631ece251f33e3c5b0a233c85dd76fea2db57867ed337bd755,b78979020773652021894594be32cf35a0b80abc1780d778eab7b9a35b248b7e
train,euroc,MH_03_medium,baseline,3,ok,0bec49952556547c4e64300b2c013a12c94c7bc417579749782062aec00bfa9d,99eed5cf76be680d3c24206a1f2371d40a49831c97238693ebaf818dd7a6ee3b
train,euroc,MH_03_medium,geodf,1,ok,8900c76e4c8970bdd8814af92e6abc97dec6e5c3863b507d6f049fd84485ed6c,919027501627c522c7fb0a07135ff59630e21350f2056e5a6d6f6e72b2cccc81
train,euroc,MH_03_medium,geodf,2,ok,0fb571c4a04e15027aa9c317dde7ddc0e4155daae9507b36315cd71c82f57b4f,7e6e3c4b4075ea9adc149d11806f17b387c6f3003c74583c62efeacdbc42e4fb
train,euroc,MH_03_medium,geodf,3,ok,2db5babdd307e9503bc87072cab4b2c255ce545131f189e604e66c753c8cdf35,561ca616bece55a8b9f7fff20196112491d3cd041521e733da2312354898471a
train,euroc,MH_03_medium,semantic,1,ok,f8f9a46691a24f67c727364f486bef91a55ad8a1ae09b07c290cbcb715ab7c40,cfd3e3545165aeb7abbbb3430a0f22c1e0b001914dadd8a3f788e7e1f509e229
train,euroc,MH_03_medium,semantic,2,ok,a945aec5ae406e65351084a0d165cf0c3e5b8177166cbc119e2b31733dc77940,0e0ed32cae09c37366780e9c5fa902fe8c8ff778feae17792a83d0427d80b7c0
train,euroc,MH_03_medium,semantic,3,ok,24e1ba723ed95e0eeae93c2747647364b8d933fdd3fad5175b637c36bc664416,a83fdb670f9aca72fca0983bf011fa5f7281c49cc313cba4369acf932ce347d1
train,euroc,MH_03_medium,union_noweight,1,ok,1cac58d431a70486c081e89d8aaf471e4b6ddd737f5693474d88135d51ee78ae,47a150bfb49466ef89547191b11937df26b8ca46e9960f3aafb619ff8607dae7
train,euroc,MH_03_medium,union_noweight,2,ok,10e1e567c16f35313a65785a7af296585dfa5a3135d48c5c0d61c191884ac979,1c3a388748c44b89aff873108883dd12e4b0b092bf2f4647c43880fc4ae5d818
train,euroc,MH_03_medium,union_noweight,3,ok,5f1455995b5e3ec4123aff430670a7a7c21893cf49f7754f5f0ef9c63197b5a3,493c5826dce330da555178ae53891808c2701523983180d8ad83d1c3e0f57259
train,euroc,MH_03_medium,union_weight,1,ok,80346efd124bee720029638fd7cabe343eb95a0f93887a2d6fe2d5c93cc0773b,dc777bfc50eda3edd14d838ad77b9829c2d4f23675e3ef527b1e143a2cac6958
train,euroc,MH_03_medium,union_weight,2,ok,e44b2c8732f8cba3151573ac2aba021b9c5f64f087195e8d774b58eb61fce454,e17249cda832a749f8c2978f8845ee35c768a95796eecb68e0179ec53e04e8fd
train,euroc,MH_03_medium,union_weight,3,ok,fcf1ffb4e22b8ec43773fc19cba97435f12816954c935970a5bebb06b8550546,e87c7cd526b11e5c80ffddd77008aeed779b2b1832a60812377379498fed91b6
train,euroc,MH_03_medium,union_weight,4,ok,84d92bab015ac8269110af95d0159dd53164ac86d6b2ea094467439a0815a10a,91b8fb6df598471e891932d3dace2f0a3c55e4c84874e0e1d4afe9c8e60aaee8
train,euroc,MH_03_medium,union_weight,5,ok,d4d6373437640d3a36309feaf664c750430c88f12d764acfde8c9516d011574d,5beae161673abc72aa6a635845126cb01b45c2e0ad1df29e8eb1540f544e44c4
train,euroc,MH_04_difficult,adaptive_arbitration,1,ok,ba9107fce1f9829644368d54c95650e3a491e36d1854cac5c565b8cea38daa05,2ab3a8763b8c9b32654a967735ff86214ef79d27632e0c42214234d05770e6e8
train,euroc,MH_04_difficult,adaptive_arbitration,2,ok,e4466614f0c45a2186fee0449bcf1d56839c58621d810d34d2ec7bb76a189f0c,b37ca8452d0df9c1f688924a147b8f33000e6aea8da493ac9b7cb28021c73f96
train,euroc,MH_04_difficult,adaptive_arbitration,3,ok,9a62be7f58cd201ca9bc9f12f11d8b94d3095f1c236c71b4f9135909523b09d0,e4f7e7028af94747d030f62a925ac3daa48496225443a32eac0a73ad62f32268
train,euroc,MH_04_difficult,adaptive_arbitration_v2,1,ok,16589f2f3c53b08dcbe982b9b6a506e962c817c8d5437eee1c663747a811fac3,4de10789fd8d597f72fa6c1da5132a5d404a1e68670bfb5e92721f8b18ed892d
train,euroc,MH_04_difficult,adaptive_arbitration_v2,2,ok,ee652e2feaf3105836c99c0879dff1e60c7fae8fd69dbf8c5d17baf46be6d5a8,1e2a25ee4eb696a48aa63ac09719a7c7f591440edc31ced1012ac32fa6d8d815
train,euroc,MH_04_difficult,adaptive_arbitration_v2,3,ok,1515544bf438a59bf3b08c54d73c9ec0ac3bf95be0c66e515f8b8ae58973e0fa,d1254cb5f5796d5c54fe25a839692617d4d5615ed6bdfeff65ca7addd47f9edd
train,euroc,MH_04_difficult,adaptive_arbitration_v2,4,ok,ce2cfcbc91ba7511d3954466fc022b6cbe599b54157775ca12f7b9bf47ea92f8,c924580659c8169b16669dd3dfed2d19db5d49809b7824be35c9c50c4d77852d
train,euroc,MH_04_difficult,adaptive_arbitration_v2,5,ok,230210d55d4b78e7a61be5387cadbcf70c040b7eed6c765a4b92ab4b936cc7f6,e98c2a79a9ab824c9f517fb39aaff2c32d4016724bcc929cfb666b33f29e3af1
train,euroc,MH_04_difficult,baseline,1,ok,4f149d7f7e3dbf499587e5f5f52f5011862988c272eec582056c90c393184efb,bbe992312e89c1350ce1504826e0cba2e20fbcae2cb984971611f771fe19b7a9
train,euroc,MH_04_difficult,baseline,2,ok,8298b0ec81e3d7d4124c074d91dca40c904c76ab02466b2b06ea9eb7ef5a58a9,3df7405884dd5d60871defad61293e9b5658bbf0deabb5832f1aa8a816d03ed7
train,euroc,MH_04_difficult,baseline,3,ok,f6fbfdc8193ec4adf8682034989b269e0b7d8d6e7b8edf1b0110d9ce547982d6,ddfa2a23aa0c263bec8055ae3103db78213945835f781061b00f5e20d5200a83
train,euroc,MH_04_difficult,geodf,1,ok,d7d3a67ccb2925f2061dc51de65bc14be3f80e9a47d9bee7d52f28df077a5b0a,8575c030d5423f4f701b9c214cf163645a08977ce81299888453ccd5b3c17804
train,euroc,MH_04_difficult,geodf,2,ok,60163a8271bc7dd86fa3cda5f5b261abfb528f8f0934cef69293782e66aaa697,39dfe734da53c8a7d049bead27e83e4b44bf08fb363ae2707de54d22a7955397
train,euroc,MH_04_difficult,geodf,3,ok,84ec2945bb586a54134fb52af9774afe260c79764bb19d3dc92da3b820f7dccd,42a0382a2e5fe1b65a754d390c911d409fe444ac653669890654ff8796f305ef
train,euroc,MH_04_difficult,semantic,1,ok,b3421d9c35c33d80ec25a644b726a06cbe5b84b0af54b593994678499dc4ff17,c7b0446b6061789532e551c104de4146ea72d1c70b3d7f8b9a764c18dd417e02
train,euroc,MH_04_difficult,semantic,2,ok,5768a837f68b353e45c1cfb39cb1f596f714c7e20d50d0df567f0b7cd95e5c6a,6a6ef9398ae4da015a339e51589b65b72d5631a3c0858ec5357b2adfa79978ae
train,euroc,MH_04_difficult,semantic,3,ok,f332447e5f0e51bbcda4ebae40a3106bf3e1c41ef960a4a2e7ff50a0a2abbbf3,5043c353f6538e81c8149e50f6528b49d89ff6f868a8d7549b721119d78e8c6b
train,euroc,MH_04_difficult,union_noweight,1,ok,a7fbb69e0295c35d27de8cdf710cd54a7333e87d81d30f5d9bc9c918fa4334b8,f8b79c21d181a72a4e3db6985dfed987fe63b8363fd24759d25e554743c25f0d
train,euroc,MH_04_difficult,union_noweight,2,ok,229071fe5dbf11f4ed519f6d450edd848ae5579cdc6f1fec70f66c25eb4a3395,8751463d70ad68ca580dde66385962d46a532fe6869c6099fcf0d7245bd6cebc
train,euroc,MH_04_difficult,union_noweight,3,ok,096c5ea4448d1d53000354e4b4a76be0fb9762314dcd820d05988ff49cce4f4d,7a11ccc03cef0df3c100a80ec903aed2a50c93911e988284de3728b91c7142d9
train,euroc,MH_04_difficult,union_weight,1,ok,e101feb614677da700ee30a154d7bd9a603286e740a3c12f50619d0f1a4d9e46,a5df3e662dca208c79cbc56d4ef348ffdb04d52a3d54b199e4b6819eb1223139
train,euroc,MH_04_difficult,union_weight,2,ok,2b7ff408e5ac3b4d0d8ae90fcbff1d0bb1c0984b376c3b5d5e7f9d7f05e27da5,34cf9e513b78fc871eef14c56a23dda5b5f548df59b782139a3037ac10ce522d
train,euroc,MH_04_difficult,union_weight,3,ok,9bd6c6b8445a365d8235a5d9a7e17c1bdcd4c5358ef2b88a09e7681a7867e568,519ff0e51e3a3925b5f5c1843e55bccca5ace7be8f3917e8b706185b9395b059
train,euroc,MH_04_difficult,union_weight,4,ok,80f5b38e11b37d108364fd3c9f12ccffec0d9e3f251b2391130b88d40c792b82,8d9d018031887480731c33ed985eae153dcb02f75e0508a90da980ca5da9ad6e
train,euroc,MH_04_difficult,union_weight,5,ok,4e23aadd6004a4994182e7886b878048c65f7eb45bcf9f0789746b5e83f8b3eb,cbf1a41e1a95d69ac0c995153639cdbe7f98758277f86d56a606f64f755bad5f
train,viode,city_day_2_mid,adaptive_arbitration,1,ok,e2b43acf40103fb88092e2180a50a7a67fc289d9e70286c0ca8c6c3a79b23683,72b7bf090b0c2b8f6e2f55032647526dc78a9d7c2ab724a172dd5173d32889ae
train,viode,city_day_2_mid,adaptive_arbitration,2,ok,bc54d489d36d5d0b8122287f6243e93e0bd5edd0ec3f845f3ef4f1d58437c5f3,5fcaba10d73dae40d27f8b0f6b53628843870e3260955647011dfb31369d025d
train,viode,city_day_2_mid,adaptive_arbitration,3,ok,f40257fa7831dc916b60e61062d48992ea93549703fb75cbcbf0d7bcc0a28a5b,bea648a5d70030870555d3e919f14cee3f30850b9f55476e1109c2c41ce79f0d
train,viode,city_day_2_mid,adaptive_arbitration_v2,1,ok,6aa1118c8016047b2def11c4ed788194792398ed9e06760bacd5cd61ab13bf13,6014f2ee1d3f187305a8a58540f4260b5688a976f34c2eb31b54797739ad08e2
train,viode,city_day_2_mid,adaptive_arbitration_v2,2,ok,9dd81c9c982a1adcdefd1d51b5d520e5601987d54a9831d7193bdb781d0d33a4,7d20a508a0fd67aea8be1fe87688b71b02b86901bd981a4b3f23fed817b10187
train,viode,city_day_2_mid,adaptive_arbitration_v2,3,ok,ea9fd525986e4f1f887e155f3570b722ea63810d2347952d03fff4d9dcb77942,0512f2fe5a462f6a696d546f5cdf424e7ff518239b8ebcadb60e7c3f30d80edf
train,viode,city_day_2_mid,adaptive_arbitration_v2,4,ok,acf4fd613c4a0066add5c307a6efcf1c79baa0e585ba6d008e80dd29aa517f01,1b900ad3aef931e573c45756edbc583f385b6dd30c7291eb103353e5830aedbf
train,viode,city_day_2_mid,adaptive_arbitration_v2,5,ok,869188eff85716b332be853303b6119b305f988c916f702b8b891dc52d62a6de,bc90630cd166452894ea2e5999f0529f4f078ac4b7714859b5f5d34ca0651a8a
train,viode,city_day_2_mid,baseline,1,ok,f5d477649662e5d06468b4bbc3b972beed07c989257a92a0585505975fe1aa1c,3d0ca8daa8b39715cc836c9ee5d70495ab1ad7d3488ca8e1bbc13fdb7edcc9ce
train,viode,city_day_2_mid,baseline,2,ok,959c7fcb7c1a9b991196f97c91d18572cc10819836133c199fa9f3464789a040,18aa22a14f63be8df83e2bab20bca735fede5163c27940c2cd328e7c7cb7b361
train,viode,city_day_2_mid,baseline,3,ok,e26f8e0512b1ae5cb8147c4e6fea68c137e180704f709d94bb793c14699923e9,ff760a8cd69f880e080b3541a11c94412a8abcb23dcf8caba0a870544023fde7
train,viode,city_day_2_mid,geodf,1,ok,69cb537469d60db2a39cabed90089c436ac32a927e6fda319ca3827951a72349,997bd8b3a9ff0ed0e8a7e12f7d1b4c7d4d83ed599b13daac9128aaea1954249b
train,viode,city_day_2_mid,geodf,2,ok,b9fd8187f44be4867eb54abcf3b94dc4d5e6713126fdbc50531f28747f922039,fa2376102a15a0ced48678976173e834ea58466d0d9448ba370bd3c61dd790d2
train,viode,city_day_2_mid,geodf,3,ok,fe26f6c92a8d8619e289fac5e5b1d8335d0a22770c5ae71e406e3cf814aeb5e0,45d2dccda5e9aa88d47d4347663936efc6df91283bfcc20590c5ad28b643c02e
train,viode,city_day_2_mid,semantic,1,ok,2d953f6a095d36ca31d361a49c56ef7db618850e4e6e05b5c9a24e8f47e1332b,e789cd76fe69e68e94e1dd16593b8b34beaffaa34b0115246ccd91fb81a9d5f0
train,viode,city_day_2_mid,semantic,2,ok,c900ac0eec3215f946c76a008e2c3389fdda3d7ea98b57b360247318ffc67e4a,7c0c2aa56dea87e8a0db40ece1f384166a041b38770c025fd92936c5de1ee15b
train,viode,city_day_2_mid,semantic,3,ok,d184de2d213c4c77af786e85e37aa62fe3f065d836aba9036d5a05bfc1f83dd3,ca45a860ad6e88b763f30b99b7a7c6cbd3c89a7282763ff3605a4079e8adaa8c
train,viode,city_day_2_mid,union_noweight,1,ok,c8de27c86f28d6f123f6bec8b42579f7e14c49f7c0785dcc3d7ee794a9eda8ec,b5b8f33cba7c6271acf4e77414b7fea4017d5d3d3f38dd9a457b2e6d5c38ff45
train,viode,city_day_2_mid,union_noweight,2,ok,7a48a722dc459c155c668daa7d042a6a817933c9d5ca5600bfeb3d01c726021a,86c70205615427d513bcdd71507f514d6b23859fca020873159aa0a747b2c063
train,viode,city_day_2_mid,union_noweight,3,ok,7d71bc0d6dbaf3307366bd5bc413080cd3950c8886b808016dfed159b6df51ab,17cf29d2e0c362d8d345a7d772568db4a147a4318de4abe350f5ce7dd6c526a5
train,viode,city_day_2_mid,union_weight,1,ok,c5b9d7fee00029eeabb71cb74922d424ceede94ae5aa6119541452141d0de9c5,15ac41ca06e2f52bc5d16f8ea3d49a8e473a408ba0f76efb593082e03ad5065e
train,viode,city_day_2_mid,union_weight,2,ok,ec6e78e760814dec2030e9303cb7fda0be568d824d432dcf1c30221fbf13f432,87bdcad08078c58d4d6b21c8e15b175cadac779d53af543feabd329ebe883f93
train,viode,city_day_2_mid,union_weight,3,ok,00b19448ef56aad86e8ac8be09f79eb8e39dfca5bcb19ca9d4a3d56b34095041,f6e240b865c064c5a6d3bbbe1f14b87afec92968914570a02de64db365c3f252
train,viode,city_day_2_mid,union_weight,4,ok,351efaad21676356cf6d5590d49b05cf882f974eeb0efb76761264d0a2b68251,4509effde83f0433f837b9fe2c7b68edb78c136568c7a2063c0d2982bcbf6636
train,viode,city_day_2_mid,union_weight,5,ok,cd37b18420c96752def89306bbeb4d04ac84a732cc20db0fbaed7c587edf6bce,053b96a2b9b3ddfc4a62bcb997411c80ffe3a9883bc8dba9d920c629a294f228
train,viode,city_day_3_high,adaptive_arbitration,1,ok,ea3dfd323562ffb25ae0cbaac263208f22847c3a1fd455f4b5c41b663964cc86,6ec39e28851b31219cea77bed082bc907a44760d2f5f29de55c4932654f796df
train,viode,city_day_3_high,adaptive_arbitration,2,ok,5233bd40ce78e50a78fc13cfc755a31aca19338a28182a30d513fd1a25a9e5fa,a2b57a48f93dae4e12d40741bd1b5c6047625002a9aa64367b2b382d3db31408
train,viode,city_day_3_high,adaptive_arbitration,3,ok,9e1318b7248c4fee0421003e035775ce5acea6e83910cae00bede17aae5cc855,fda270e749cd3de6d6a63ddb015283d76b20fd2a519611b4cfede2c64d891007
train,viode,city_day_3_high,adaptive_arbitration_v2,1,ok,8bb41e2d1d07db562d85642882b92879c46fad606edc83fa5a83691c7a562f35,ed9d3462fef6b88a97c5f3fe7d6f370d2c76308be4cc36e15c194053ead5998b
train,viode,city_day_3_high,adaptive_arbitration_v2,2,ok,0cf4cde6070e43f39b94a1ca22b9600766f348a7bebfd089e349eeda69624a47,d40f03a3d09e827fb5c12a581eb8ca949356c060a0503110169d91d95efeb5d7
train,viode,city_day_3_high,adaptive_arbitration_v2,3,ok,57f99fffe1683d1c443daacc730426886a5bb91b054633b395b296cfb79b898c,e3ca5719c81a1e480034d31184d5a4e37a291f5db625028b30e7e3baa8a32a98
train,viode,city_day_3_high,adaptive_arbitration_v2,4,ok,c3e5d877ff8287599b04e88e6b1fe03aca3ab510065d58f49ed826712f2b851d,b74932db5ad8257d7a4e7c0ed425adfe80d2634875f29e74ad6c80598e07a96a
train,viode,city_day_3_high,adaptive_arbitration_v2,5,ok,90db181b3c62b901e8172ade36ca1f66c2f491c5c11ade87bc3a29b335e288b9,69786628b9b90e0e8d7d7869365b54b7b9bc598d89960eadac6d8fe6b504185a
